交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注,交易日期,交易月份
2026-04-10 17:44:08,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,4.5,零钱,已转账,53110001440157202604100444005667,10001073012026041001169199383599,/,2026-04-10,2026-04
2026-04-10 21:18:08,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,4.0,零钱,已转账,53110001439160202604100081803831,10001073012026041001708613141591,/,2026-04-10,2026-04
2026-04-10 21:18:58,扫二维码付款,聚宝盆,收款方备注:二维码收款,支出,2.0,零钱,已转账,53110001440155202604102895675192,10001073012026041001736021576564,/,2026-04-10,2026-04
2026-04-11 09:33:19,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,8.0,零钱,已转账,53110001367029202604114184524780,10001073012026041101125137168553,/,2026-04-11,2026-04
2026-04-11 17:21:29,商户消费,淘宝平台商户,/,支出,7.6,零钱,支付成功,4411102234202604110769816118,13170600726041196399282907049,/,2026-04-11,2026-04
2026-04-11 18:02:32,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,11.0,零钱,已转账,53110001362135202604110695452443,10001073012026041101203003128537,/,2026-04-11,2026-04
2026-04-11 20:25:56,微信红包（单发）,发给大学-2305第二任班长-大忙人-曾怡霖,/,支出,30.0,零钱,已全额退款,100003990126041100083341987148111492,1000039901202604116393058985946,/,2026-04-11,2026-04
2026-04-12 09:52:54,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,3.0,零钱,已转账,53110001433250202604122886047033,10001073012026041201532827218550,/,2026-04-12,2026-04
2026-04-12 10:54:16,商户消费,花小猪打车,先乘后付,支出,20.3,零钱,支付成功,4200003124202604126142164519,Hyzg5ZzD0238jsxHg0Q--7xxxxjwFrZx,/,2026-04-12,2026-04
2026-04-12 14:35:16,商户消费,广州地铁过闸交易,2026-04-12 13:19:31搭乘广州地铁,支出,9.0,零钱,支付成功,4200003075202604120456884600,20260412143510135S919NOCT,/,2026-04-12,2026-04
2026-04-12 16:13:51,商户消费,中山通,公交-819-20260412161340,支出,1.0,零钱,支付成功,4200003125202604121178389872,202604122043241158077878274,/,2026-04-12,2026-04
2026-04-12 17:51:03,转账,安逸住宿ღ᭄顺薪如亿,转账备注:4月12日至5月12日的房租，加水电押金,支出,1000.0,零钱,对方已收钱,53010002644207202604120517575254,1000050001202604121332003308226,/,2026-04-12,2026-04
2026-04-12 18:41:00,扫二维码付款,张军,收款方备注:二维码收款,支出,6.0,零钱,已转账,53110001380113202604121433706144,10001073012026041201825404048644,/,2026-04-12,2026-04
2026-04-12 18:51:30,商户消费,兴发早餐哥,/,支出,12.5,零钱,支付成功,4500000137202604123604653176,10357358841317759910840182755400,/,2026-04-12,2026-04
2026-04-12 18:57:54,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000146202604126793256513,10357358853917759914660192335001,/,2026-04-12,2026-04
2026-04-12 19:43:03,商户消费,天津汤包王,/,支出,3.0,零钱,支付成功,4500000121202604123325192801,10357357102717759941780177144401,/,2026-04-12,2026-04
2026-04-12 19:43:35,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000140202604127933054423,10357357105917759942100122091601,/,2026-04-12,2026-04
2026-04-12 20:25:59,微信红包-退款,/,/,收入,30.0,零钱,已全额退款,1000039901202604116393058985946,,/,2026-04-12,2026-04
2026-04-12 20:35:51,扫二维码付款,张军,收款方备注:二维码收款,支出,4.0,零钱,已转账,53110001388146202604123796910188,10001073012026041201269653457550,/,2026-04-12,2026-04
2026-04-13 08:45:04,扫二维码付款,鲁朵朵,收款方备注:二维码收款,支出,5.0,零钱,已转账,53110001270210202604130075820183,10001073012026041301878651811505,/,2026-04-13,2026-04
2026-04-13 08:52:52,商户消费,中山通,公交-500-20260413085245,支出,1.0,零钱,支付成功,4200003069202604131593559773,202604132043492568457261058,/,2026-04-13,2026-04
2026-04-13 09:32:50,商户消费,中山通,公交-500-20260413093248,支出,1.0,零钱,支付成功,4200003089202604133091254913,202604132043502620618502146,/,2026-04-13,2026-04
2026-04-13 10:00:15,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000128202604131565717061,10357404434717760456100141872901,/,2026-04-13,2026-04
2026-04-13 13:09:59,商户消费,天津汤包王,/,支出,5.0,零钱,支付成功,4500000142202604139769209018,10357404728017760569930145937501,/,2026-04-13,2026-04
2026-04-13 13:10:43,商户消费,乐佳便利店,/,支出,5.0,零钱,支付成功,4500000153202604132487472356,10357404732717760570380130829700,/,2026-04-13,2026-04
2026-04-13 19:02:40,扫二维码付款,自由天地 A086,收款方备注:二维码收款,支出,13.0,零钱,已转账,53110001397017202604132679160387,10001073012026041301318206679562,/,2026-04-13,2026-04
2026-04-13 19:54:46,商户消费,中山通,公交-1813-20260413195434,支出,1.0,零钱,支付成功,4200003129202604138001722950,202604132043659135839408129,/,2026-04-13,2026-04
2026-04-13 20:26:12,商户消费,中山通,（延迟扣款）公交-1801路(市政府第二办公区2026-04-12 20:18:55-中山海关补登),支出,1.0,零钱,支付成功,4200003056202604132622359203,202604132043667043130052610,/,2026-04-13,2026-04
2026-04-13 20:36:51,商户消费,中山通,公交-819-20260413203640,支出,1.0,零钱,支付成功,4200003093202604130683058170,202604132043669728895676417,/,2026-04-13,2026-04
2026-04-13 21:03:27,商户消费,乐佳便利店,/,支出,2.5,零钱,支付成功,4500000134202604131806601889,10357401831517760854020130620600,/,2026-04-13,2026-04
2026-04-13 21:47:24,扫二维码付款,袁燕,收款方备注:二维码收款,支出,2.0,零钱,已转账,53110001370016202604133148906831,10001073012026041301538337207532,/,2026-04-13,2026-04
2026-04-13 21:51:28,扫二维码付款,618楼下水果摊,收款方备注:二维码收款,支出,2.0,零钱,已转账,53110001517185202604130124620210,10001073012026041301961074403532,/,2026-04-13,2026-04
2026-04-14 01:11:15,商户消费,乐佳便利店,/,支出,2.0,零钱,支付成功,4500000148202604149316010028,10357400454017761002690139449800,/,2026-04-14,2026-04
2026-04-14 01:11:52,转账,粑粑,转账备注:微信转账,收入,1000.0,/,已存入零钱,1000050001202604130032265004574,/,/,2026-04-14,2026-04
2026-04-14 07:51:44,扫二维码付款,罗定稻米肠粉店,收款方备注:二维码收款,支出,5.0,零钱,已转账,53110001515163202604141499795836,10001073012026041401264239239625,/,2026-04-14,2026-04
2026-04-14 09:47:29,零钱提现,招商银行(8546),/,/,1.0,招商银行储蓄卡(8546),提现已到账,207260414109983341977177259492,/,服务费¥0.00,2026-04-14,2026-04
2026-04-14 09:47:47,零钱充值,招商银行(8546),/,/,0.1,招商银行储蓄卡(8546),充值完成,110260414100083342243485220492,/,/,2026-04-14,2026-04
2026-04-14 10:02:39,商户消费,中山通,公交-1813-20260414100227,支出,1.0,零钱,支付成功,4200003082202604142140985284,202604142043872516829335554,/,2026-04-14,2026-04
2026-04-14 10:49:51,商户消费,中铁网络,12306消费,支出,203.0,零钱,支付成功,4200003107202604141040065380,M20260414240337415,/,2026-04-14,2026-04
2026-04-14 10:53:15,商户消费,中铁网络,12306消费,支出,208.0,零钱,支付成功,4200003038202604143239678147,M20260414240353521,/,2026-04-14,2026-04
2026-04-14 12:07:01,扫二维码付款,木桶饭🥣,收款方备注:二维码收款,支出,15.0,零钱,已转账,53110001405055202604142056500520,10001073012026041401052426565505,/,2026-04-14,2026-04
2026-04-14 17:43:43,扫二维码付款,温记隆江猪脚饭,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001522128202604143287880638,10001073012026041401184550096570,/,2026-04-14,2026-04
2026-04-14 21:14:49,商户消费,中山通,公交-1809-20260414211434,支出,1.0,零钱,支付成功,4200003139202604144604284901,202604142044041669910405121,/,2026-04-14,2026-04
2026-04-14 21:32:45,商户消费,中山通,公交-B25-20260414213234,支出,1.0,零钱,支付成功,4200003056202604146177946844,202604142044046184050053121,/,2026-04-14,2026-04
2026-04-14 22:17:35,商户消费,乐佳便利店,/,支出,8.5,零钱,支付成功,4500000146202604149192699458,10357391281117761762500190199901,/,2026-04-14,2026-04
2026-04-15 07:45:20,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000151202604158968830662,10357387701917762103140185149601,/,2026-04-15,2026-04
2026-04-15 07:51:08,商户消费,中山通,公交-500-20260415075057,支出,1.0,零钱,支付成功,4200003061202604159149465039,202604152044201804703191041,/,2026-04-15,2026-04
2026-04-15 12:17:35,商户消费,桂宁南宁老友记,美团收银909700211480533838,支出,16.0,零钱,支付成功,4200003114202604155806149319,0461368606507919773302183,/,2026-04-15,2026-04
2026-04-15 12:42:18,扫二维码付款,红,收款方备注:二维码收款,支出,3.0,零钱,已转账,53110001512021202604153540353860,10001073012026041501460751906638,/,2026-04-15,2026-04
2026-04-15 18:45:48,扫二维码付款,紫新美食店,收款方备注:二维码收款,支出,14.0,零钱,已转账,53110001543255202604153119486408,10001073012026041501476568918615,/,2026-04-15,2026-04
2026-04-15 21:57:40,扫二维码付款,618楼下水果摊,收款方备注:二维码收款,支出,6.0,零钱,已转账,53110001372214202604150848180000,10001073012026041501363467716533,/,2026-04-15,2026-04
2026-04-16 07:51:12,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000117202604162487709316,10357747839417762970670118121500,/,2026-04-16,2026-04
2026-04-16 07:56:05,商户消费,中山通,公交-500-20260416075555,支出,1.0,零钱,支付成功,4200003127202604163167195140,202604162044565440315510786,/,2026-04-16,2026-04
2026-04-16 12:24:29,扫二维码付款,温记隆江猪脚饭,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001525217202604162300050214,10001073012026041601592572887523,/,2026-04-16,2026-04
2026-04-16 12:44:48,扫二维码付款,果果果鲜果丨石岐区,收款方备注:二维码收款,支出,3.0,零钱,已转账,53110001398218202604161295049702,10001073012026041601597669148535,/,2026-04-16,2026-04
2026-04-16 18:45:58,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001541242202604162972313087,10001073012026041601885001008526,/,2026-04-16,2026-04
2026-04-16 21:08:04,商户消费,中山通,（延迟扣款）公交-1801路(市政府第二办公区2026-04-15 18:28:10-紫马岭公园（爱尔眼科医院）补登),支出,1.0,零钱,支付成功,4200003077202604165494187847,202604162044764754034544642,/,2026-04-16,2026-04
2026-04-16 21:16:10,商户消费,中山通,公交-1801路(市政府2026-04-16 21:10:29-紫马岭公园（爱尔眼科医院）2026-04-16 21:15:59),支出,1.0,零钱,支付成功,4200003080202604165945512599,202604162044766789145710593,/,2026-04-16,2026-04
2026-04-16 23:14:24,商户消费,乐佳便利店,/,支出,3.0,零钱,支付成功,4500000117202604162563597135,10357742293817763524590100413800,/,2026-04-16,2026-04
2026-04-17 07:53:29,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000119202604174774141751,10357739286917763836040155791000,/,2026-04-17,2026-04
2026-04-17 08:00:52,商户消费,中山通,公交-500-20260417080043,支出,1.0,零钱,支付成功,4200003062202604170455682324,202604172044929029684318210,/,2026-04-17,2026-04
2026-04-17 12:08:55,商户消费,捌小友老友粉,美团收银909700211536760434,支出,15.0,零钱,支付成功,4200003035202604175526107068,0461368606511633341501481,/,2026-04-17,2026-04
2026-04-17 18:27:03,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001393062202604172362728454,10001073012026041701874397461648,/,2026-04-17,2026-04
2026-04-17 21:06:55,商户消费,中山通,公交-819-20260417210645,支出,1.0,零钱,支付成功,4200003067202604172501765660,202604172045126847529426945,/,2026-04-17,2026-04
2026-04-17 22:27:12,商户消费,乐佳便利店,/,支出,3.5,零钱,支付成功,4500000132202604174777568308,10357732241017764360270174223801,/,2026-04-17,2026-04
2026-04-18 06:40:08,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000146202604187488227697,10357731080017764656010130991401,/,2026-04-18,2026-04
2026-04-18 07:00:54,商户消费,北京鸿易博,先乘后付,支出,12.25,零钱,支付成功,4200003066202604187976112375,o78MBq0BkOjwaP-rQ6nyFzxxxxqIrsix,/,2026-04-18,2026-04
2026-04-18 09:24:58,商户消费,广州地铁过闸交易,2026-04-18 08:11:53搭乘广州地铁,支出,9.0,零钱,支付成功,4200003092202604189630091309,20260418092455178R456NOCT,/,2026-04-18,2026-04
2026-04-18 13:11:03,扫二维码付款,欣缘,收款方备注:二维码收款,支出,9.0,零钱,已转账,53110001374060202604181407344070,10001073012026041801503684306641,/,2026-04-18,2026-04
2026-04-18 16:17:29,商户消费,蜜雪冰城,蜜雪冰城942538店,支出,2.0,零钱,支付成功,4500000131202604189271559261,163149636921626041816170121961,/,2026-04-18,2026-04
2026-04-18 17:52:18,商户消费,淘宝平台商户,/,支出,11.88,零钱,支付成功,4443702240202604182688244966,13170600726041819204576907049,/,2026-04-18,2026-04
2026-04-18 19:10:27,扫二维码付款,嘉大东区百货,收款方备注:二维码收款,支出,3.0,零钱,已转账,53110001379229202604182448589039,10001073012026041801920267393602,/,2026-04-18,2026-04
2026-04-19 08:09:53,扫二维码付款,欣缘,收款方备注:二维码收款,支出,5.0,零钱,已转账,53110001382025202604191247202241,10001073012026041901170186632546,/,2026-04-19,2026-04
2026-04-19 11:36:43,扫二维码付款,关东煮,收款方备注:二维码收款,支出,10.5,零钱,已转账,53110001535168202604193030669207,10001073012026041901852336983513,/,2026-04-19,2026-04
2026-04-19 13:32:13,商户消费,北京鸿易博,先乘后付,支出,20.92,零钱,支付成功,4200003075202604191474620760,6Fm1NfaKwFG-m8Im-yWnpzxxxxqFo8px,/,2026-04-19,2026-04
2026-04-19 17:35:01,商户消费,广州地铁过闸交易,2026-04-19 16:23:11搭乘广州地铁,支出,9.0,零钱,支付成功,4200003137202604193682092211,20260419173457100b513NOCT,/,2026-04-19,2026-04
2026-04-19 19:01:10,商户消费,中山通,公交-819-20260419190014,支出,1.0,零钱,支付成功,4200003140202604198608292516,202604192045819981241503746,/,2026-04-19,2026-04
2026-04-19 19:28:28,商户消费,胡姨住家菜（紫马岭店）,胡姨住家菜（紫马岭店）,支出,13.0,零钱,支付成功,4200003037202604194425239484,9000788688126109,/,2026-04-19,2026-04
2026-04-19 20:09:17,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000116202604198825849065,10357768331717766005480182882301,/,2026-04-19,2026-04
2026-04-20 07:51:18,商户消费,天津汤包王,/,支出,2.5,零钱,支付成功,4500000156202604206183305126,10357765603217766426730195419100,/,2026-04-20,2026-04
2026-04-20 07:58:45,商户消费,中山通,公交-500-20260420075837,支出,1.0,零钱,支付成功,4200003130202604201943320816,202604202046015664167788545,/,2026-04-20,2026-04
2026-04-20 12:11:00,商户消费,美团,神券包-美团App-26042011100300001301269460801128,支出,0.3,零钱,支付成功,4200003072202604205523893147,20260420121041U90774835978813654,/,2026-04-20,2026-04
2026-04-20 12:14:21,微信红包（单发）,发给大学～实习～中山华资～陆海波,/,支出,13.9,零钱,支付成功,100003980126042000083342074892091492,1000039801202604206300192351025,/,2026-04-20,2026-04
2026-04-20 18:25:23,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001524012202604203149513082,10001073012026042001037174334503,/,2026-04-20,2026-04
2026-04-20 21:28:43,商户消费,中山通,公交-819-20260420212832,支出,1.0,零钱,支付成功,4200003076202604200421102754,202604202046219493562896385,/,2026-04-20,2026-04
2026-04-21 07:51:51,商户消费,天津汤包王,/,支出,3.0,零钱,支付成功,4500000127202604213407218547,10357757043217767291050164453901,/,2026-04-21,2026-04
2026-04-21 07:58:36,商户消费,中山通,公交-500-20260421075826,支出,1.0,零钱,支付成功,4200003051202604212013440091,202604212046378012566446082,/,2026-04-21,2026-04
2026-04-21 12:08:47,商户消费,七叔公面家（华苑大街店）,美团收银909700211683667874,支出,12.0,零钱,支付成功,4200003044202604215852668846,0461368606520845930005039,/,2026-04-21,2026-04
2026-04-21 18:36:01,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001524205202604210755673536,10001073012026042101859978722614,/,2026-04-21,2026-04
2026-04-21 21:12:36,商户消费,中山通,公交-819-20260421211231,支出,1.0,零钱,支付成功,4200003064202604212637756543,202604212046577828926488578,/,2026-04-21,2026-04
2026-04-22 07:51:30,商户消费,天津汤包王,/,支出,3.5,零钱,支付成功,4500000147202604229084818013,10357694410617768154830124062700,/,2026-04-22,2026-04
2026-04-22 07:58:43,商户消费,中山通,公交-500-20260422075833,支出,1.0,零钱,支付成功,4200003055202604222696603334,202604222046740427893882881,/,2026-04-22,2026-04
2026-04-22 12:30:12,微信红包（单发）,发给大学～实习～中山华资～陆海波,/,支出,18.0,零钱,支付成功,100003990126042200083342302938009492,1000039901202604226365444665010,/,2026-04-22,2026-04
2026-04-22 18:41:09,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,10.0,零钱,已转账,53110001386186202604222217408127,10001073012026042201667133786621,/,2026-04-22,2026-04
2026-04-22 21:08:52,商户消费,中山通,公交-819-20260422210755,支出,1.0,零钱,支付成功,4200003053202604229224230532,202604222046939276908781569,/,2026-04-22,2026-04
2026-04-23 07:49:56,商户消费,天津汤包王,/,支出,2.0,零钱,支付成功,4500000117202604234777623462,10357685811617769017810143108501,/,2026-04-23,2026-04
2026-04-23 07:56:16,商户消费,中山通,公交-500-20260423075609,支出,1.0,零钱,支付成功,4200003071202604233965624604,202604232047102203063943169,/,2026-04-23,2026-04
2026-04-23 12:11:47,商户消费,桂宁南宁老友记,美团收银909700211753152141,支出,16.0,零钱,支付成功,4200003109202604234203665351,0461368606524537570302183,/,2026-04-23,2026-04
2026-04-23 18:26:33,扫二维码付款,温瑞涛,收款方备注:二维码收款,支出,12.0,零钱,已转账,53110001440245202604233902710167,10001073012026042301702973826555,/,2026-04-23,2026-04
2026-04-23 19:19:51,商户消费,中山通,公交-819-20260423191947,支出,1.0,零钱,支付成功,4200003090202604238648884651,202604232047274233278189570,/,2026-04-23,2026-04
